usid,term,chief,name,issue,issue_description,liberal_flag,precedent
520US351,1996,Rehnquist,"MICHELE L. TIMMONS, ACTING DIRECTOR, RAMSEY COUNTY DEPARTMENT OF PROPERTY RECORDS AND REVENUE, et al. v. TWIN CITIES AREA NEW PARTY",20030,ballot access (of candidates and political parties),0,0
520US397,1996,Rehnquist,"BOARD OF THE COUNTY COMMISSIONERS OF BRYAN COUNTY, OKLAHOMA v. JILL BROWN et al.",20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
520US438,1996,Rehnquist,"WILLIAM STRATE, ASSOCIATE TRIBAL JUDGE, TRIBAL COURT OF THE THREE AFFILIATED TRIBES OF THE FORT BERTHOLD INDIAN RESERVATION, et al. v. A-1 CONTRACTORS AND LYLE STOCKERT",20160,"Indians, state jurisdiction over",0,0
520US461,1996,Rehnquist,JOYCE B. JOHNSON v. UNITED STATES,10370,Federal Rules of Criminal Procedure,0,0
520US471,1996,Rehnquist,"JANET RENO, ATTORNEY GENERAL v. BOSSIER PARISH SCHOOL BOARD et al.",20020,"Voting Rights Act of 1965, plus amendments",0,0
520US518,1996,Rehnquist,"CARY MICHAEL LAMBRIX v. HARRY K. SINGLETARY, JR., SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS",10020,habeas corpus,0,0
520US564,1996,Rehnquist,"CAMPS NEWFOUND/OWATONNA, INC. v. TOWN OF HARRISON, MAINE, et al.",80100,state or local government tax,1,0
520US681,1996,Rehnquist,WILLIAM JEFFERSON CLINTON v. PAULA CORBIN JONES,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",0,0
520US806,1996,Rehnquist,"BARBARA A. DE BUONO, NEW YORK COMMISSIONER OF HEALTH, et al. v. NYSA-ILA MEDICAL AND CLINICAL SERVICES FUND, ETC., et al.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,0,0
520US833,1996,Rehnquist,"SANDRA JEAN DALE BOGGS v. THOMAS F. BOGGS, HARRY M. BOGGS AND DAVID B. BOGGS",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
520US924,1996,Rehnquist,"JAMES E. GILBERT, PRESIDENT, EAST STROUDSBURG UNIVERSITY, et al. v. RICHARD HOMAR",40030,"due process: hearing, government employees",0,0
521US1,1996,Rehnquist,UNITED STATES OF AMERICA v. STATE OF ALASKA,100040,Submerged Lands Act (cf. federal-state ownership dispute),1,0
521US74,1996,Rehnquist,"LUCIOUS ABRAMS, JR., G. L. AVERY, WILLIAM GARY CHAMBERS, SR., AND KAREN WATSON v. DAVIDA JOHNSON et al.",20020,"Voting Rights Act of 1965, plus amendments",0,0
521US151,1996,Rehnquist,"JOSEPH ROGER O'DELL, III v. J. D. NETHERLAND, WARDEN, et al.",10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights),0,0
521US203,1996,Rehnquist,"RACHEL AGOSTINI, et al. v. BETTY-LOUISE FELTON et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",0,1
521US261,1996,Rehnquist,"IDAHO, et al. v. COEUR D'ALENE TRIBE OF IDAHO, ETC., et al.",100080,national supremacy: natural resources (cf. natural resources - environmental protection),0,0
521US320,1996,Rehnquist,"AARON LINDH v. JAMES P. MURPHY, WARDEN",10020,habeas corpus,1,0
521US346,1996,Rehnquist,KANSAS v. LEROY HENDRICKS,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",0,0
521US399,1996,Rehnquist,DARYLL RICHARDSON AND JOHN WALKER v. RONNIE LEE MCKNIGHT,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",1,0
521US457,1996,Rehnquist,"DAN GLICKMAN, SECRETARY OF AGRICULTURE v. WILEMAN BROTHERS & ELLIOTT, INC., et al.",30020,"commercial speech, excluding attorneys",0,0
521US507,1996,Rehnquist,"CITY OF BOERNE v. P. F. FLORES, ARCHBISHOP OF SAN ANTONIO, AND UNITED STATES",30160,free exercise of religion,0,0
521US567,1996,Rehnquist,"C. MARTIN LAWYER, III v. DEPARTMENT OF JUSTICE et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
521US702,1996,Rehnquist,"WASHINGTON, et al. v. HAROLD GLUCKSBERG et al.",50030,right to die,0,0
521US793,1996,Rehnquist,"DENNIS C. VACCO, ATTORNEY GENERAL OF NEW YORK, et al. v. TIMOTHY E. QUILL et al.",50030,right to die,0,0
521US811,1996,Rehnquist,"FREDERICK D. RAINES, DIRECTOR, OFFICE OF MANAGEMENT AND BUDGET, et al. v. ROBERT C. BYRD et al.",90240,standing to sue: personal injury,0,0
521US844,1996,Rehnquist,"JANET RENO, ATTORNEY GENERAL OF THE UNITED STATES, et al. v. AMERICAN CIVIL LIBERTIES UNION et al.",30200,"obscenity, federal",1,0
521US898,1996,Rehnquist,"JAY PRINTZ, SHERIFF/CORONER, RAVALLI COUNTY, MONTANA v. UNITED STATES",100120,national supremacy: miscellaneous,0,0
522US3,1997,Rehnquist,"STATE OIL COMPANY v. BARKAT U. KHAN AND KHAN & ASSOCIATES, INC.",80010,antitrust (except in the context of mergers and union antitrust),1,1
522US93,1997,Rehnquist,"JOHN HUDSON, LARRY BARESEL, AND JACK BUTLER RACKLEY v. UNITED STATES",10170,double jeopardy,0,1
522US222,1997,Rehnquist,"KENNETH LEE BAKER AND STEVEN ROBERT BAKER, BY HIS NEXT FRIEND, MELISSA THOMAS v. GENERAL MOTORS CORPORATION",110030,miscellaneous interstate relations conflict,0,0
522US269,1997,Rehnquist,"DOUGLAS MCARTHUR BUCHANAN, JR. v. RONALD J. ANGELONE, DIRECTOR, VIRGINIA DEPARTMENT OF CORRECTIONS, et al.",10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
522US329,1997,Rehnquist,SOUTH DAKOTA v. YANKTON SIOUX TRIBE et al.,20160,"Indians, state jurisdiction over",0,0
523US1,1997,Rehnquist,"RANDY G. SPENCER v. MIKE KEMNA, SUPERINTENDENT, WESTERN MISSOURI CORRECTIONAL CENTER, et al.",90130,mootness (cf. standing to sue: live dispute),0,0
523US224,1997,Rehnquist,HUGO ROMAN ALMENDAREZ-TORRES v. UNITED STATES,10170,double jeopardy,0,0
523US272,1997,Rehnquist,"OHIO ADULT PAROLE AUTHORITY, et al. v. EUGENE WOODARD",40040,due process: prisoners' rights and defendants' rights,0,0
523US420,1997,Rehnquist,"LORELYN PENERO MILLER v. MADELEINE K. ALBRIGHT, SECRETARY OF STATE",20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits",0,0
523US538,1997,Rehnquist,"ARTHUR CALDERON, WARDEN v. THOMAS THOMPSON",10020,habeas corpus,0,0
523US574,1997,Rehnquist,LEONARD ROLLON CRAWFORD-EL v. PATRICIA BRITTON,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",1,0
523US614,1997,Rehnquist,KENNETH EUGENE BOUSLEY v. UNITED STATES,10020,habeas corpus,1,0
523US666,1997,Rehnquist,ARKANSAS EDUCATIONAL TELEVISION COMMISSION v. RALPH P. FORBES,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
523US833,1997,Rehnquist,"COUNTY OF SACRAMENTO, et al. v. TERI LEWIS AND THOMAS LEWIS, PERSONAL REPRESENTATIVES OF THE ESTATE OF PHILIP LEWIS, DECEASED",80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",1,0
524US11,1997,Rehnquist,"FEDERAL ELECTION COMMISSION v. JAMES E. AKINS, RICHARD CURTISS, PAUL FINDLEY, ROBERT J. HANKS, ANDREW KILLGORE, AND ORIN PARKER",90280,standing to sue: statutory standing,1,0
524US156,1997,Rehnquist,"THOMAS R. PHILLIPS, et al. v. WASHINGTON LEGAL FOUNDATION, et al.",40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
524US184,1997,Rehnquist,SILLASSE BRYAN v. UNITED STATES,10440,statutory construction of criminal laws: firearms,0,0
524US274,1997,Rehnquist,ALIDA STAR GEBSER AND ALIDA JEAN MCCULLOUGH v. LAGO VISTA INDEPENDENT SCHOOL DISTRICT,20130,sex discrimination (excluding sex discrimination in employment),0,0
524US357,1997,Rehnquist,PENNSYLVANIA BOARD OF PROBATION AND PAROLE v. KEITH M. SCOTT,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
524US381,1997,Rehnquist,"WISCONSIN DEPARTMENT OF CORRECTIONS, et al. v. KEITH D. SCHACHT",90320,judicial administration: jurisdiction or authority of federal district courts or territorial courts,1,0
524US417,1997,Rehnquist,"WILLIAM J. CLINTON, PRESIDENT OF THE UNITED STATES, et al. v. CITY OF NEW YORK, et al.",130020,miscellaneous,0,0
524US498,1997,Rehnquist,"EASTERN ENTERPRISES v. KENNETH S. APFEL, COMMISSIONER OF SOCIAL SECURITY, et al.",40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
524US569,1997,Rehnquist,"NATIONAL ENDOWMENT FOR THE ARTS, et al. v. KAREN FINLEY, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
524US666,1997,Rehnquist,UNITED STATES v. ALOYZAS BALSYS,10110,"self-incrimination, immunity from prosecution",0,0
524US721,1997,Rehnquist,ANGEL JAIME MONGE v. CALIFORNIA,10170,double jeopardy,0,0
525US70,1998,Rehnquist,CEASAR WRIGHT v. UNIVERSAL MARITIME SERVICE CORPORATION et al.,70010,arbitration (in the context of labor-management or employer-employee relations) (cf. arbitration),1,0
525US113,1998,Rehnquist,PATRICK KNOWLES v. IOWA,10060,"search and seizure, vehicles",1,0
525US128,1998,Rehnquist,"NYNEX CORPORATION, et al. v. DISCON, INCORPORATED",80010,antitrust (except in the context of mergers and union antitrust),0,0
525US266,1998,Rehnquist,"VICKY M. LOPEZ, et al. v. MONTEREY COUNTY et al.",20020,"Voting Rights Act of 1965, plus amendments",1,0
525US432,1998,Rehnquist,"HUGHES AIRCRAFT COMPANY, et al. v. STANLEY I. JACOBSON et al.",80090,Employee Retirement Income Security Act (cf. union trust funds),0,0
526US32,1998,Rehnquist,"ARIZONA DEPARTMENT OF REVENUE v. BLAZE CONSTRUCTION COMPANY, INC.",100110,national supremacy: state tax (cf. state tax),0,0
526US40,1998,Rehnquist,"AMERICAN MANUFACTURERS MUTUAL INSURANCE COMPANY, et al. v. DELORES SCOTT SULLIVAN et al.",40010,"due process: miscellaneous (cf. loyalty oath), the residual code",0,0
526US227,1998,Rehnquist,NATHANIEL JONES v. UNITED STATES,10570,statutory construction of criminal laws: miscellaneous,1,0
526US295,1998,Rehnquist,WYOMING v. SANDRA HOUGHTON,10060,"search and seizure, vehicles",0,0
526US489,1998,Rehnquist,"RITA L. SAENZ, DIRECTOR, CALIFORNIA DEPARTMENT OF SOCIAL SERVICES, et al. v. BRENDA ROE AND ANNA DOE ETC.",20220,"residency requirements: durational, plus discrimination against nonresidents",1,0
526US603,1998,Rehnquist,"CHARLES H. WILSON, ET UX., et al. v. HARRY LAYNE, DEPUTY UNITED STATES MARSHAL, ETC., et al.",10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
526US687,1998,Rehnquist,"CITY OF MONTEREY v. DEL MONTE DUNES AT MONTEREY, LTD., AND MONTEREY-DEL MONTE DUNES CORPORATION",40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
526US838,1998,Rehnquist,WILLIAM D. O'SULLIVAN v. DARREN BOERCKEL,10020,habeas corpus,0,0
527US1,1998,Rehnquist,"ELLIS E. NEDER, JR. v. UNITED STATES",10220,extra-legal jury influences: jury instructions (not necessarily in criminal cases),0,0
527US41,1998,Rehnquist,CITY OF CHICAGO v. JESUS MORALES et al.,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
527US116,1998,Rehnquist,BENJAMIN LEE LILLY v. VIRGINIA,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)",1,0
527US173,1998,Rehnquist,"GREATER NEW ORLEANS BROADCASTING ASSOCIATION, INC., ETC., et al. v. UNITED STATES et al.",30020,"commercial speech, excluding attorneys",1,0
527US198,1998,Rehnquist,"TERESA L. CUNNINGHAM v. HAMILTON COUNTY, OHIO",90380,judicial administration: review of non-final order,0,0
527US373,1998,Rehnquist,LOUIS JONES v. UNITED STATES,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
527US666,1998,Rehnquist,COLLEGE SAVINGS BANK v. FLORIDA PREPAID POSTSECONDARY EDUCATION EXPENSE BOARD et al.,100120,national supremacy: miscellaneous,0,1
527US706,1998,Rehnquist,"JOHN H. ALDEN, et al. v. MAINE",100120,national supremacy: miscellaneous,0,0
528US167,1999,Rehnquist,"FRIENDS OF THE EARTH, INCORPORATED, et al. v. LAIDLAW ENVIRONMENTAL SERVICES (TOC), INC.",90240,standing to sue: personal injury,1,0
528US32,1999,Rehnquist,LOS ANGELES POLICE DEPARTMENT v. UNITED REPORTING PUBLISHING CORPORATION,30020,"commercial speech, excluding attorneys",0,0
528US62,1999,Rehnquist,"J. DANIEL KIMEL, JR., et al. v. FLORIDA BOARD OF REGENTS, et al.",100120,national supremacy: miscellaneous,0,0
528US259,1999,Rehnquist,"GEORGE SMITH, WARDEN v. LEE ROBBINS",20320,indigents: appointment of counsel (cf. right to counsel),0,0
528US377,1999,Rehnquist,"JEREMIAH W. (JAY) NIXON, ATTORNEY GENERAL OF MISSOURI, et al. v. SHRINK MISSOURI GOVERNMENT PAC et al.",30140,campaign spending (cf. governmental corruption):,1,0
528US495,1999,Rehnquist,"HAROLD F. RICE v. BENJAMIN J. CAYETANO, GOVERNOR OF HAWAII",20010,voting,0,0
529US1,1999,Rehnquist,"DONNA E. SHALALA, SECRETARY OF HEALTH AND HUMAN SERVICES, et al. v. ILLINOIS COUNCIL ON LONG TERM CARE, INC.",90400,judicial administration: federal question (cf. no merits: dismissed for want of a substantial or properly presented federal question),0,0
529US61,1999,Rehnquist,"LEONARD PORTUONDO, SUPERINTENDENT, FISHKILL CORRECTIONAL FACILITY v. RAY AGARD",10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
529US120,1999,Rehnquist,"FOOD AND DRUG ADMINISTRATION, et al. v. BROWN & WILLIAMSON TOBACCO CORPORATION, et al.",80170,"federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts",0,0
529US217,1999,Rehnquist,"BOARD OF REGENTS OF THE UNIVERSITY OF WISCONSIN SYSTEM v. SCOTT HAROLD SOUTHWORTH, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
529US277,1999,Rehnquist,"CITY OF ERIE, et al. v. PAP'S A. M., TDBA 'KANDYLAND'",30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",0,0
529US513,1999,Rehnquist,SCOTT LESLIE CARMELL v. TEXAS,10600,"miscellaneous criminal procedure (cf. due process, prisoners' rights, comity: criminal procedure)",1,0
529US598,1999,Rehnquist,"UNITED STATES v. ANTONIO J. MORRISON, et al.",100120,national supremacy: miscellaneous,0,0
529US765,1999,Rehnquist,"VERMONT AGENCY OF NATURAL RESOURCES v. UNITED STATES, EX REL., JONATHAN STEVENS",90220,standing to sue: direct injury,1,0
529US803,1999,Rehnquist,"UNITED STATES, et al. v. PLAYBOY ENTERTAINMENT GROUP, INC.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
529US861,1999,Rehnquist,"ALEXIS GEIER, et al. v. AMERICAN HONDA MOTOR COMPANY, INC., et al.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
530US1,1999,Rehnquist,"HARTFORD UNDERWRITERS INSURANCE COMPANY v. UNION PLANTERS BANK, N. A.",80030,bankruptcy (except in the context of priority of federal fiscal claims),1,0
530US290,1999,Rehnquist,"SANTA FE INDEPENDENT SCHOOL DISTRICT v. JANE DOE, INDIVIDUALLY AND AS NEXT FRIEND FOR HER MINOR CHILDREN, JANE AND JOHN DOE, et al.",30170,establishment of religion (other than as pertains to parochiaid:),1,0
530US428,1999,Rehnquist,CHARLES THOMAS DICKERSON v. UNITED STATES,10100,Miranda warnings,1,0
530US466,1999,Rehnquist,"CHARLES C. APPRENDI, JR. v. NEW JERSEY",10560,statutory construction of criminal laws: sentencing guidelines,1,0
530US567,1999,Rehnquist,"CALIFORNIA DEMOCRATIC PARTY, et al. v. BILL JONES, SECRETARY OF STATE OF CALIFORNIA, et al.",20030,ballot access (of candidates and political parties),1,0
530US703,1999,Rehnquist,"LEILA JEANNE HILL, AUDREY HIMMELMANN, AND EVERITT W. SIMPSON, JR. v. COLORADO, et al.",50020,abortion: including contraceptives,1,0
530US793,1999,Rehnquist,"GUY MITCHELL, et al. v. MARY L. HELMS, et al.",30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",0,1
530US914,1999,Rehnquist,"DON STENBERG, ATTORNEY GENERAL OF NEBRASKA, et al. v. LEROY CARHART",50020,abortion: including contraceptives,1,0
531US32,2000,Rehnquist,"CITY OF INDIANAPOLIS, et al. v. JAMES EDMOND et al.",10060,"search and seizure, vehicles",1,0
531US326,2000,Rehnquist,ILLINOIS v. CHARLES MCARTHUR,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
531US457,2000,Rehnquist,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",80130,"natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)",1,0
532US275,2000,Rehnquist,"JAMES ALEXANDER, DIRECTOR, ALABAMA DEPARTMENT OF PUBLIC SAFETY, et al. v. MARTHA SANDOVAL, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED",90290,standing to sue: private or implied cause of action,0,0
532US318,2000,Rehnquist,"GAIL ATWATER, et al. v. CITY OF LAGO VISTA et al.",10060,"search and seizure, vehicles",0,0
532US514,2000,Rehnquist,"BARTNICKI et al. v. VOPPER, AKA WILLIAMS, et al.",30040,"libel, privacy: true and false light invasions of privacy",1,0
532US811,2000,Rehnquist,"NORFOLK SHIPBUILDING & DRYDOCK CORPORATION v. CELESTINE GARRIS, ADMINISTRATRIX OF THE ESTATE OF CHRISTOPHER GARRIS, DECEASED",80050,election of remedies: legal remedies available to injured persons or things,1,0
533US27,2000,Rehnquist,DANNY LEE KYLLO v. UNITED STATES,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
533US218,2000,Rehnquist,UNITED STATES v. MEAD CORPORATION,90120,judicial review of administrative agency's or administrative official's actions and procedures,1,0
533US353,2000,Rehnquist,"NEVADA, et al. v. FLOYD HICKS, et al.",20160,"Indians, state jurisdiction over",0,0
533US525,2000,Rehnquist,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
533US606,2000,Rehnquist,"ANTHONY PALAZZOLO v. RHODE ISLAND, et al.",40070,"due process: takings clause, or other non-constitutional governmental taking of property",0,0
534US61,2001,Rehnquist,CORRECTIONAL SERVICES CORPORATION v. JOHN E. MALESKO,20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
534US533,2001,Rehnquist,"LANCE RAYGOR AND JAMES GOODCHILD v. REGENTS OF THE UNIVERSITY OF MINNESOTA, et al.",90410,judicial administration: ancillary or pendent jurisdiction,0,0
